t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_033_S_0922_MR_Axial_PD_T2_FSE__br_raw_20070430133736000_1_S31134_I52241.nii.gzConfidences: 20.79,  1.50, 77.71
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_011_S_4235_MR_MPRAGE_br_raw_20111219125453994_7_S133813_I273063.nii.gzConfidences: 58.98, 40.21,  0.81
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_127_S_1382_MR_Axial_PD_T2_FSE__br_raw_20090422154454619_95_S66580_I142383.nii.gzConfidences: 11.75,  0.10, 88.16
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_021_S_0332_MR_Axial_PD_T2_FSE__br_20060404150235509_1_S12754_I12860.nii.gzConfidences:  1.03,  0.00, 98.97
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_021_S_4419_MR_Axial_T2-FSE_with_Fat_Sat__br_raw_20140109141614160_18_S209824_I404184.nii.gzConfidences:  1.15, 98.43,  0.42
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_020_S_0213_MR_MPRAGE_br_raw_20060322151908843_98_S12386_I12299.nii.gzConfidences: 95.08,  1.61,  3.30
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_127_S_1382_MR_Axial_PD_T2_FSE__br_raw_20080425135341767_1_S49318_I103998.nii.gzConfidences: 15.73,  0.09, 84.17
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_029_S_1073_MR_Axial_PD_T2_FSE__br_raw_20080214105807800_1_S45679_I90386.nii.gzConfidences: 12.45,  0.98, 86.57
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_011_S_0022_MR_MPRAGE_br_raw_20051012135455195_1_S9616_I7721.nii.gzConfidences: 85.25, 11.50,  3.24
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_137_S_0366_MR_Axial_PD_T2_FSE__br_raw_20080613143147159_1_S51537_I109472.nii.gzConfidences:  3.24,  0.06, 96.70
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_067_S_4184_MR_MPRAGE_br_raw_20120919152755499_152_S168120_I335543.nii.gzConfidences: 73.95, 20.40,  5.65
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_016_S_1121_MR_MPRAGE_br_raw_20080724121752163_98_S54086_I114256.nii.gzConfidences: 83.31, 14.87,  1.81
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_031_S_4024_MR_MPRAGE_br_raw_20120417144644539_160_S147390_I297848.nii.gzConfidences: 57.42, 40.94,  1.65
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_005_S_0221_MR_Axial_PD_T2_FSE__br_raw_20060303140730789_109_S11955_I11603.nii.gzConfidences: 18.00,  0.24, 81.76
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_007_S_0128_MR_Axial_PD_T2_FSE__br_raw_20100224153948222_77_S80420_I166749.nii.gzConfidences: 28.33, 10.13, 61.54
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_018_S_2133_MR_MPRAGE_br_raw_20110323105016148_123_S102174_I224638.nii.gzConfidences: 84.38,  8.94,  6.68
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_099_S_0958_MR_MPRAGE_br_raw_20130418083020260_62_S187330_I367798.nii.gzConfidences: 72.01, 26.30,  1.69
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_007_S_4611_MR_Axial_T2-FSE_with_FAT_SAT__br_raw_20140520152219749_25_S218925_I425263.nii.gzConfidences:  2.70, 92.58,  4.72
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_127_S_5095_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20140318160237589_1_S214251_I416944.nii.gzConfidences:  9.34, 82.28,  8.38
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_013_S_2324_MR_MPRAGE_br_raw_20120521102417497_148_S151091_I305410.nii.gzConfidences: 81.47, 15.04,  3.50
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_033_S_1309_MR_Axial_PD_T2_FSE__br_raw_20070913163537047_1_S39275_I73185.nii.gzConfidences:  7.47,  0.08, 92.45
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_072_S_2070_MR_MPRAGE_br_raw_20101217105513485_173_S96709_I209014.nii.gzConfidences: 51.21, 47.31,  1.48
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_033_S_0906_MR_Axial_PD_T2_FSE__br_raw_20101014132152347_73_S93322_I196476.nii.gzConfidences: 17.60,  0.43, 81.97
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_127_S_1382_MR_Axial_PD_T2_FSE__br_raw_20071022135130210_89_S41758_I78249.nii.gzConfidences:  8.96,  0.08, 90.96
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_021_S_4857_MR_Axial_T2-FSE_with_Fat_Sat__br_raw_20130205132055131_24_S181502_I357869.nii.gzConfidences:  2.29, 96.25,  1.46
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_021_S_0231_MR_Axial_PD_T2_FSE__br_raw_20070322132334372_79_S28703_I46244.nii.gzConfidences:  0.66,  0.00, 99.34
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_003_S_1057_MR_MPRAGE_br_raw_20061204130020875_98_S23345_I31613.nii.gzConfidences: 87.12,  7.42,  5.46
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_127_S_4992_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20130129092648903_31_S181122_I356866.nii.gzConfidences:  2.31, 96.67,  1.02
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_029_S_4384_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20160429144402277_14_S431739_I696490.nii.gzConfidences: 15.15, 61.46, 23.39
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_099_S_0534_MR_MPRAGE_br_raw_20070523132442339_98_S32564_I55083.nii.gzConfidences: 94.55,  2.87,  2.58
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_021_S_0753_MR_Axial_PD_T2_FSE__br_20060804134836684_79_S17578_I20166.nii.gzConfidences:  1.18,  0.00, 98.82
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_137_S_4623_MR_MPRAGE_br_raw_20130513135204043_23_S189200_I372101.nii.gzConfidences: 69.51, 28.77,  1.72
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_133_S_0913_MR_Axial_PD_T2_FSE__br_raw_20080731085646828_1_S54542_I114932.nii.gzConfidences: 23.77,  5.05, 71.18
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_002_S_0729_MR_Axial_PD_T2_FSE__br_raw_20070225110205112_95_S27090_I41584.nii.gzConfidences:  3.37,  0.30, 96.33
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_123_S_2363_MR_MPRAGE_br_raw_20111214151106378_74_S130016_I267386.nii.gzConfidences: 62.00, 36.17,  1.83
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_128_S_0205_MR_FSE_PD_T2__br_raw_20060210123111096_1_S11576_I11009.nii.gzConfidences:  1.77,  0.01, 98.22
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_033_S_1283_MR_Axial_PD_T2_FSE__br_raw_20090225111808787_119_S63546_I136948.nii.gzConfidences: 14.65,  0.46, 84.89
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_073_S_4360_MR_MPRAGE_br_raw_20130227191348310_73_S183342_I361561.nii.gzConfidences: 49.99, 48.08,  1.93
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_033_S_1309_MR_Axial_PD_T2_FSE__br_raw_20070209121129403_1_S26193_I38835.nii.gzConfidences:  5.45,  0.07, 94.48
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_016_S_1121_MR_MPRAGE_br_raw_20080104111800354_98_S44323_I86564.nii.gzConfidences: 62.97, 36.45,  0.58
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_005_S_4707_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20130618153108983_42_S192635_I377094.nii.gzConfidences:  5.32, 90.40,  4.28
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_027_S_5169_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20150605141552765_10_S262122_I495960.nii.gzConfidences: 12.20, 63.24, 24.57
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_012_S_4094_MR_MPRAGE_br_raw_20120726125816538_1_S158645_I318776.nii.gzConfidences: 52.61, 44.19,  3.20
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_068_S_4274_MR_MPRAGE_br_raw_20111011091638224_71_S125012_I260437.nii.gzConfidences: 57.44, 41.88,  0.68
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_033_S_0906_MR_Axial_PD_T2_FSE__br_raw_20071004094048628_1_S40953_I76776.nii.gzConfidences: 12.20,  0.18, 87.62
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_094_S_1330_MR_Axial_STRAIGHT_PD_T2_FSE_br_raw_20140707174338961_113_S224394_I434649.nii.gzConfidences: 19.16,  0.10, 80.74
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_037_S_4381_MR_MPRAGE_br_raw_20120810134948089_113_S160526_I323138.nii.gzConfidences: 78.53, 19.76,  1.71
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_011_S_4235_MR_MPRAGE_br_raw_20121012095216181_77_S170649_I339811.nii.gzConfidences: 66.25, 32.55,  1.20
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_005_S_0602_MR_Axial_PD_T2_FSE__br_raw_20060629121536573_1_S15964_I17679.nii.gzConfidences:  6.02,  0.04, 93.94
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_033_S_1279_MR_Axial_PD_T2_FSE__br_raw_20080303095720406_1_S46507_I94994.nii.gzConfidences: 13.29,  0.35, 86.36
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_094_S_1417_MR_Axial__STRAIGHT__PD_T2_FSE_br_raw_20070716154519890_1_S35041_I60173.nii.gzConfidences:  6.94,  0.16, 92.90
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_052_S_0989_MR_Axial_PD_T2_FSE__br_raw_20100222163531281_49_S80359_I166657.nii.gzConfidences:  7.40,  0.31, 92.29
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_130_S_0449_MR_Axial_PD_T2_FSE__br_raw_20061108155616714_25_S22249_I29163.nii.gzConfidences: 20.72,  1.12, 78.17
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_128_S_0528_MR_FSE_PD_T2__br_raw_20060517221711342_1_S14628_I15554.nii.gzConfidences:  4.34,  0.06, 95.60
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_136_S_0107_MR_Axial_PD_T2_FSE__br_raw_20060830120105500_1_S18342_I23501.nii.gzConfidences: 25.20,  4.01, 70.78
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_073_S_4216_MR_MPRAGE_br_raw_20131023111320076_36_S204742_I395745.nii.gzConfidences: 60.98, 37.94,  1.08
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_136_S_1227_MR_Axial_PD_T2_FSE__br_raw_20080307103644646_87_S46739_I95609.nii.gzConfidences: 19.53,  1.84, 78.63
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_131_S_5138_MR_MPRAGE_br_raw_20130417113829938_29_S187196_I367565.nii.gzConfidences: 91.45,  2.89,  5.65
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_127_S_4604_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20130410155810130_11_S186600_I366395.nii.gzConfidences:  0.72, 98.75,  0.53
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_007_S_0128_MR_Axial_PD_T2_FSE__br_raw_20060118153534820_1_S10940_I10011.nii.gzConfidences: 12.74,  0.74, 86.52
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_031_S_0351_MR_FSE_PD_T2__br_raw_20070514162441359_1_S32193_I54356.nii.gzConfidences:  1.06,  0.00, 98.94
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_037_S_0552_MR_FSE_PD_T2__br_raw_20071205134712285_1_S43377_I84213.nii.gzConfidences:  3.95,  0.07, 95.98
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_033_S_0733_MR_Axial_PD_T2_FSE__br_raw_20080808154856424_1_S55169_I115790.nii.gzConfidences: 13.90,  0.29, 85.81
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_130_S_4817_MR_MPRAGE_br_raw_20121016105321611_1_S170920_I340207.nii.gzConfidences: 88.86,  4.89,  6.25
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_052_S_4944_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20130710134721987_41_S194409_I379714.nii.gzConfidences:  6.79, 79.64, 13.57
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_128_S_4607_MR_MPRAGE_br_raw_20120326110850912_176_S144704_I293375.nii.gzConfidences: 54.37, 44.55,  1.08
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_127_S_5095_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20130227143046135_35_S183290_I361473.nii.gzConfidences: 11.78, 74.87, 13.35
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_130_S_4817_MR_MPRAGE_br_raw_20140729133030953_92_S226290_I437518.nii.gzConfidences: 89.98,  4.56,  5.46
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_021_S_5099_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20140326142643836_8_S214751_I417763.nii.gzConfidences:  8.01, 85.04,  6.95
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_019_S_5019_MR_MPRAGE_br_raw_20121108144452760_162_S173809_I345563.nii.gzConfidences: 67.66, 29.08,  3.26
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_002_S_1155_MR_Axial_PD_T2_FSE__br_raw_20140708154217071_25_S97232_I209894.nii.gzConfidences:  8.80,  0.22, 90.98
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_033_S_1279_MR_Axial_PD_T2_FSE__br_raw_20070219121545870_1_S26693_I40901.nii.gzConfidences: 16.79,  3.21, 80.00
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_137_S_0994_MR_Axial_PD_T2_FSE__br_raw_20061101131830025_1_S21635_I28270.nii.gzConfidences:  1.70,  0.01, 98.30
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_037_S_4432_MR_MPRAGE_br_raw_20120201145342324_113_S139251_I282045.nii.gzConfidences: 88.72,  8.39,  2.89
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_136_S_0107_MR_Axial_PD_T2_FSE__br_raw_20110610132841953_75_S111201_I239653.nii.gzConfidences:  3.82,  0.03, 96.15
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_016_S_4646_MR_Axial_T2-FSE_with_FAT_SAT__br_raw_20140611161234776_37_S221919_I430431.nii.gzConfidences:  4.28, 89.62,  6.10
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_031_S_0321_MR_FSE_PD_T2__br_raw_20061003110642875_1_S12367_I12269.nii.gzConfidences:  2.17,  0.02, 97.81
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_041_S_1412_MR_MPRAGE_br_raw_20070626110738546_126_S34022_I57763.nii.gzConfidences: 91.63,  0.33,  8.04
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_020_S_1288_MR_MPRAGE_br_raw_20071013141157140_64_S41459_I77743.nii.gzConfidences: 93.43,  1.86,  4.71
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_037_S_0588_MR_FSE_PD_T2__br_raw_20061208092733739_1_S23600_I32148.nii.gzConfidences:  0.54,  0.00, 99.46
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_094_S_1164_MR_Axial_PD_T2_FSE__br_raw_20061212153254479_1_S23870_I32805.nii.gzConfidences: 17.60,  0.34, 82.06
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_128_S_4599_MR_MPRAGE_br_raw_20120629094446886_148_S155992_I313456.nii.gzConfidences: 49.84, 49.12,  1.05
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_135_S_5269_MR_MPRAGE_br_raw_20130726163709209_1_S196646_I382724.nii.gzConfidences: 54.21, 44.75,  1.04
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_068_S_2187_MR_MPRAGE_br_raw_20111228110618585_165_S134991_I274620.nii.gzConfidences: 51.35, 47.64,  1.01
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_094_S_1330_MR_Axial__STRAIGHT__PD_T2_FSE_br_raw_20070223104121970_103_S27037_I41490.nii.gzConfidences: 14.54,  0.07, 85.39
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_037_S_0552_MR_FSE_PD_T2__br_raw_20060524152728306_1_S14887_I15968.nii.gzConfidences:  3.31,  0.07, 96.62
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_013_S_4268_MR_MPRAGE_br_raw_20120130155232051_9_S138911_I281507.nii.gzConfidences: 90.41,  4.54,  5.05
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_130_S_4468_MR_MPRAGE_br_raw_20130227154904600_128_S183304_I361490.nii.gzConfidences: 73.64, 19.14,  7.21
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_094_S_4649_MR_Axial_T2-FSE_with_FAT_SAT__br_raw_20160610114534225_25_S461045_I730851.nii.gzConfidences:  3.36, 91.15,  5.49
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_130_S_0102_MR_Axial_PD_T2_FSE__br_raw_20060103135000234_1_S10745_I9708.nii.gzConfidences: 15.90,  0.22, 83.87
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_021_S_0231_MR_Axial_PD_T2_FSE__br_raw_20080312144505489_3_S46937_I96979.nii.gzConfidences:  0.74,  0.00, 99.26
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_021_S_0273_MR_Axial_PD_T2_FSE__br_raw_20071005130413956_63_S41007_I76866.nii.gzConfidences:  0.34,  0.00, 99.66
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_041_S_4271_MR_MPRAGE_br_raw_20120426145658630_93_S148400_I300650.nii.gzConfidences: 50.14, 48.95,  0.90
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_002_S_0729_MR_Axial_PD_T2_FSE__br_raw_20080929184804848_1_S56794_I118539.nii.gzConfidences: 15.67,  2.64, 81.69
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_027_S_4926_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20131009203756136_9_S203575_I394035.nii.gzConfidences: 10.84, 70.85, 18.32
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_021_S_0332_MR_Axial_PD_T2_FSE__br_raw_20061019114236735_87_S20321_I26589.nii.gzConfidences:  0.84,  0.00, 99.16
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_127_S_5058_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20130501161737892_39_S188515_I369735.nii.gzConfidences:  4.69, 90.51,  4.80
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_037_S_0588_MR_FSE_PD_T2__br_raw_20070705105734586_1_S34404_I58522.nii.gzConfidences:  0.56,  0.00, 99.44
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_011_S_4235_MR_MPRAGE_br_raw_20120412145620911_129_S147089_I297208.nii.gzConfidences: 53.99, 45.51,  0.50
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_002_S_1155_MR_Axial_PD_T2_FSE__br_raw_20080116154812103_1_S44641_I87698.nii.gzConfidences:  0.93,  0.01, 99.07
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_109_S_4594_MR_AXIAL_T2-FSE_WITH_FAT_SAT__br_raw_20160503145230944_9_S433142_I698535.nii.gzConfidences:  4.03, 89.57,  6.40
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_027_S_5093_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20130608113936153_31_S191804_I375801.nii.gzConfidences:  3.88, 91.79,  4.33
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_021_S_5099_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20150304163551208_5_S250585_I475848.nii.gzConfidences: 13.54, 67.92, 18.55
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_116_S_4199_MR_MPRAGE_br_raw_20120321143647718_138_S144453_I291540.nii.gzConfidences: 62.77, 36.04,  1.20
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_068_S_2187_MR_MPRAGE_br_raw_20110222150748297_171_S100273_I219045.nii.gzConfidences: 52.77, 45.77,  1.46
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_033_S_0922_MR_Axial_PD_T2_FSE__br_raw_20060926174640754_1_S19339_I25090.nii.gzConfidences:  9.83,  0.16, 90.01
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_029_S_0871_MR_Axial_PD_T2_FSE__br_raw_20061219112501781_1_S24245_I33716.nii.gzConfidences: 10.52,  0.12, 89.36
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_037_S_0627_MR_FSE_PD_T2__br_raw_20060707133952559_1_S16311_I18217.nii.gzConfidences:  4.04,  0.07, 95.90
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_137_S_0443_MR_Axial_PD_T2_FSE__br_raw_20090813113056083_103_S72310_I152998.nii.gzConfidences:  0.62,  0.00, 99.38
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_067_S_2084_MR_MPRAGE_br_raw_20100930121924386_140_S92837_I194187.nii.gzConfidences: 65.80, 32.87,  1.33
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_037_S_4146_MR_MPRAGE_br_raw_20111208102756157_80_S132129_I270444.nii.gzConfidences: 55.67, 43.20,  1.14
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_003_S_0908_MR_MPRAGE_br_raw_20080225165642255_98_S46187_I92660.nii.gzConfidences: 90.19,  6.36,  3.44
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_094_S_1417_MR_Axial_STRAIGHT_PD_T2_FSE_br_raw_20080205164656907_1_S45331_I89383.nii.gzConfidences:  5.61,  0.06, 94.33
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_041_S_4989_MR_MPRAGE_br_raw_20131028093019106_41_S204928_I396060.nii.gzConfidences: 49.54, 48.79,  1.67
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_137_S_0366_MR_Axial_PD_T2_FSE__br_raw_20061212094052438_1_S23820_I32628.nii.gzConfidences:  3.34,  0.05, 96.61
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_053_S_0507_MR_Axial_PD_T2_FSE__br_raw_20070611152337046_1_S33432_I56715.nii.gzConfidences: 22.92,  0.89, 76.19
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_027_S_1385_MR_Axial_PD_T2_FSE__br_raw_20070314200227905_1_S28131_I44776.nii.gzConfidences:  9.92,  0.22, 89.86
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_021_S_0231_MR_Axial_PD_T2_FSE__br_raw_20080905095630218_47_S56215_I117481.nii.gzConfidences:  0.74,  0.00, 99.26
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_067_S_2304_MR_MPRAGE_br_raw_20110524104409504_162_S109716_I236800.nii.gzConfidences: 60.96, 37.20,  1.83
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_002_S_2010_MR_MPRAGE_br_raw_20110708102746110_70_S114024_I243872.nii.gzConfidences: 75.36, 18.90,  5.75
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_127_S_0754_MR_Axial_PD_T2_FSE__br_raw_20081007110227798_1_S57020_I119423.nii.gzConfidences: 16.93,  2.04, 81.03
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_051_S_1072_MR_MPRAGE_br_raw_20061124123244310_125_S22884_I30446.nii.gzConfidences: 89.41,  4.66,  5.92
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_094_S_1330_MR_Axial_PD_T2_FSE__br_raw_20080917104357939_1_S56493_I118020.nii.gzConfidences: 11.42,  0.04, 88.54
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_098_S_0269_MR_Axial_PD_T2_FSE__br_raw_20061024153707276_1_S20924_I27368.nii.gzConfidences:  2.02,  0.00, 97.98
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_037_S_0588_MR_FSE_PD_T2__br_raw_20090306122930282_1_S64037_I137856.nii.gzConfidences:  0.29,  0.00, 99.71
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_130_S_0289_MR_Axial_PD_T2_FSE__br_raw_20070322141644141_3_S28722_I46270.nii.gzConfidences: 13.22,  0.13, 86.65
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_007_S_0128_MR_Axial_PD_T2_FSE__br_raw_20080207163428539_67_S45450_I89866.nii.gzConfidences:  9.86,  0.22, 89.92
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_053_S_1044_MR_Axial_PD_T2_FSE__br_raw_20061027160700663_1_S21254_I27781.nii.gzConfidences:  7.10,  0.04, 92.85
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_006_S_0498_MR_Axial_PD_T2_FSE__br_raw_20061005155738687_1_S19761_I25789.nii.gzConfidences:  4.91,  0.05, 95.05
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_126_S_4891_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20160808163916580_4_S489927_I764404.nii.gzConfidences:  4.47, 89.34,  6.19
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_006_S_0521_MR_Axial_PD_T2_FSE__br_raw_20060627144044765_1_S15875_I17534.nii.gzConfidences:  5.65,  0.14, 94.21
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_130_S_4468_MR_MPRAGE_br_raw_20120815103159815_160_S160836_I323819.nii.gzConfidences: 64.81, 28.14,  7.04
